1,70,79,6
2,20,18,68
3,61,89,36
4,59,37,51
5,90,14,56
6,46,65,29
7,61,58,86
8,94,9,85
9,70,4,62
10,3,61,5
11,9,47,30
12,72,48,66
13,37,36,73
14,64,90,91
15,9,42,15
16,66,20,14
17,66,46,52
18,32,69,96
19,53,49,72
20,46,13,9
21,71,81,79
22,12,64,51
23,64,69,23
24,68,95,38
25,20,98,93
26,83,36,90
27,50,82,73
28,16,59,100
29,31,25,79
30,26,98,52
31,95,72,34
32,46,36,31
33,84,88,70
34,12,4,100
35,78,29,64
36,80,23,88
37,28,93,35
38,44,62,32
39,60,71,59
40,1,5,96
41,7,17,78
42,25,50,44
43,29,27,14
44,98,85,94
45,53,28,47
46,21,34,21
47,93,84,3
48,86,25,6
49,11,12,3
50,75,92,42
51,13,96,85
52,24,91,58
53,95,15,61
54,88,48,54
55,87,71,7
56,40,99,16
57,64,81,85
58,48,49,41
59,2,11,75
60,42,75,71
61,26,42,90
62,23,6,11
63,35,73,91
64,45,78,25
65,83,36,46
66,95,30,26
67,23,40,37
68,64,5,38
69,24,26,71
70,8,88,28
71,72,86,1
72,48,12,42
73,35,95,51
74,3,99,11
75,19,78,84
76,50,94,24
77,8,21,71
78,54,38,20
79,9,93,21
80,20,96,82
81,54,71,34
82,24,54,45
83,10,45,75
84,79,8,25
85,1,57,73
86,48,63,41
87,36,68,7
88,51,33,86
89,95,28,33
90,2,96,1
91,23,18,90
92,85,75,2
93,66,99,30
94,76,82,28
95,37,60,21
96,51,33,29
97,71,86,8
98,38,14,97
99,94,100,8
100,88,14,90
101,37,35,3
102,98,49,43
103,41,99,24
104,26,81,83
105,46,62,50
106,21,66,2
107,14,50,40
108,76,82,36
109,45,71,85
110,12,27,23
111,94,67,82
112,65,93,1
113,97,26,100
114,57,13,93
115,27,94,7
116,84,61,46
117,26,37,83
118,95,66,43
119,47,89,30
120,49,86,16
121,67,74,87
122,53,67,54
123,9,64,90
124,91,74,6
125,11,70,81
126,33,48,86
127,32,18,45
128,77,69,91
129,97,40,75
130,75,5,38
131,92,31,30
132,20,65,67
133,32,74,80
134,60,92,34
135,97,10,5
136,69,75,88
137,99,58,36
138,41,84,13
139,70,45,70
140,86,91,66
141,52,24,16
142,7,28,61
143,89,37,71
144,99,95,36
145,80,60,67
146,75,35,5
147,92,19,90
148,37,1,3
149,68,1,45
150,58,15,34
151,30,48,12
152,94,96,90
153,99,87,62
154,76,39,60
155,51,23,50
156,28,25,79
157,95,22,69
158,73,72,70
159,19,3,1
160,79,78,61
161,50,86,77
162,12,56,34
163,71,87,48
164,40,25,13
165,96,28,19
166,73,80,28
167,80,66,46
168,94,74,37
169,59,44,20
170,24,12,20
171,96,22,90
172,19,11,95
173,3,13,38
174,88,25,58
175,16,35,1
176,74,78,59
177,80,40,26
178,48,4,94
179,42,90,34
180,23,22,21
181,92,13,80
182,39,14,84
183,44,88,46
184,68,5,10
185,78,66,4
186,93,97,3
187,68,86,34
188,30,34,96
189,93,60,95
190,45,2,28
191,24,56,53
192,2,83,40
193,35,44,72
194,28,57,12
195,14,30,31
196,14,67,14
197,34,79,35
198,24,52,13
199,6,27,42
200,54,60,47
201,55,48,70
202,68,33,90
203,33,84,13
204,76,19,98
205,40,84,19
206,27,5,38
207,33,17,7
208,2,78,97
209,99,74,34
210,50,32,86
211,37,72,77
212,34,70,72
213,2,10,8
214,68,25,41
215,59,65,84
216,90,26,51
217,83,16,65
218,65,40,59
219,15,82,99
220,35,10,68
221,87,29,14
222,8,83,44
223,61,16,9
224,2,56,21
225,67,42,53
226,58,35,85
227,44,86,48
228,48,32,57
229,53,84,48
230,59,78,76
231,42,60,8
232,99,10,94
233,86,55,19
234,45,67,63
235,38,62,34
236,96,57,73
237,26,63,76
238,4,70,18
239,16,16,94
240,46,11,31
241,42,75,44
242,51,88,94
243,70,100,82
244,40,7,63
245,48,5,89
246,82,33,24
247,50,73,28
248,15,9,83
249,25,13,82
250,1,9,83
251,43,45,67
252,49,89,71
253,95,97,49
254,21,3,65
255,99,14,30
256,74,57,99
257,76,27,78
258,47,92,69
259,47,24,72
260,87,9,61
261,51,60,84
262,69,75,62
263,19,58,84
264,32,68,42
265,78,55,93
266,89,75,19
267,36,32,31
268,88,18,10
269,82,43,32
270,23,9,85
271,96,12,6
272,36,88,43
273,55,57,98
274,60,58,2
275,66,60,57
276,37,22,35
277,87,89,1
278,7,8,56
279,16,66,70
280,63,48,90
281,94,55,23
282,23,57,72
283,99,65,54
284,6,92,14
285,78,60,18
286,93,37,65
287,70,95,36
288,30,42,20
289,17,9,99
290,90,41,6
291,92,77,97
292,5,100,49
293,58,72,80
294,96,35,34
295,76,24,50
296,42,45,99
297,2,36,25
298,66,76,74
299,20,76,87
300,10,76,62
301,4,22,53
302,71,59,33
303,20,24,8
304,94,18,62
305,70,91,19
306,2,27,1
307,25,58,42
308,26,38,9
309,65,61,29
310,73,33,12
311,56,47,1
312,77,37,23
313,14,59,4
314,14,31,79
315,19,66,7
316,97,96,30
317,65,39,87
318,2,30,62
319,41,83,50
320,72,70,19
321,18,20,61
322,15,51,66
323,8,52,30
324,79,98,21
325,46,17,97
326,46,11,79
327,14,67,33
328,8,9,78
329,6,29,41
330,11,48,93
331,59,39,46
332,64,45,75
333,23,20,77
334,54,10,46
335,46,44,41
336,7,37,82
337,5,26,87
338,2,39,89
339,98,42,88
340,10,38,34
341,49,63,25
342,69,5,88
343,58,45,4
344,8,62,97
345,75,57,45
346,19,69,74
347,100,16,12
348,6,71,41
349,64,27,50
350,22,14,65
351,100,6,5
352,93,8,67
353,33,84,9
354,37,58,58
355,23,27,42
356,53,10,11
357,18,41,39
358,90,65,72
359,77,61,13
360,99,29,27
361,22,72,82
362,46,94,47
363,40,55,12
364,79,16,8
365,76,13,8
366,24,14,87
367,55,38,17
368,42,16,97
369,73,64,99
370,29,89,59
371,11,79,46
372,99,48,66
373,100,12,66
374,76,39,93
375,54,32,73
376,1,71,66
377,25,35,93
378,2,88,58
379,58,70,70
380,75,30,7
381,16,61,96
382,32,5,44
383,91,92,69
384,27,33,38
385,48,73,97
386,33,60,32
387,56,28,47
388,22,87,1
389,97,4,9
390,41,45,73
391,23,27,78
392,87,7,94
393,4,41,17
394,34,91,82
395,65,50,93
396,88,4,10
397,5,94,79
398,35,10,56
399,86,98,14
400,1,55,10
401,94,73,79
402,52,57,56
403,33,39,59
404,63,89,30
405,79,18,80
406,3,13,16
407,95,82,39
408,10,31,79
409,3,46,28
410,64,70,16
411,40,85,7
412,11,70,69
413,21,48,89
414,68,3,91
415,32,80,73
416,12,66,50
417,50,52,21
418,82,30,83
419,2,77,72
420,72,97,70
421,60,49,92
422,68,67,75
423,40,73,30
424,53,54,28
425,52,23,93
426,33,81,41
427,6,39,23
428,90,13,9
429,31,95,59
430,25,88,58
431,82,82,19
432,59,29,56
433,4,90,95
434,22,60,15
435,83,7,1
436,53,14,18
437,18,64,98
438,26,66,13
439,80,89,25
440,15,8,20
441,17,32,41
442,7,9,22
443,45,87,89
444,18,20,63
445,42,100,3
446,22,2,65
447,6,50,95
448,33,84,53
449,91,65,15
450,55,99,89
451,98,7,81
452,70,5,83
453,30,14,59
454,50,38,34
455,47,22,97
456,90,96,26
457,4,41,24
458,21,94,64
459,59,33,84
460,8,63,76
461,60,54,93
462,81,59,12
463,76,89,100
464,7,21,77
465,32,24,54
466,49,42,68
467,38,45,22
468,33,40,19
469,23,67,84
470,100,67,83
471,98,25,59
472,19,61,58
473,68,36,45
474,28,17,83
475,98,66,20
476,85,84,35
477,64,13,10
478,76,74,21
479,33,92,77
480,77,64,12
481,31,18,18
482,88,74,34
483,52,24,45
484,3,100,27
485,78,57,60
486,65,54,19
487,67,47,84
488,67,72,26
489,38,30,47
490,54,33,6
491,85,21,95
492,64,90,19
493,55,57,83
494,82,74,28
495,5,73,92
496,94,2,96
497,40,60,5
498,26,89,18
499,56,79,99
500,9,95,73
501,89,80,51
502,84,78,30
503,5,47,22
504,92,22,53
505,52,9,3
506,62,80,12
507,78,93,66
508,12,58,79
509,34,99,99
510,42,34,9
511,52,67,24
512,85,87,2
513,69,24,44
514,71,7,77
515,58,10,5
516,80,2,43
517,77,72,78
518,1,20,84
519,47,89,45
520,4,80,50
521,45,22,5
522,55,6,18
523,15,58,86
524,82,23,12
525,89,92,27
526,60,9,86
527,86,97,56
528,19,51,94
529,19,68,31
530,42,88,82
531,85,53,77
532,28,35,3
533,5,13,80
534,31,74,61
535,77,99,23
536,68,36,15
537,96,13,61
538,10,7,78
539,6,33,46
540,24,90,23
541,42,12,12
542,10,93,80
543,21,44,40
544,6,37,79
545,78,44,22
546,1,26,58
547,100,89,75
548,53,34,17
549,79,68,68
550,3,11,10
551,53,83,25
552,17,35,52
553,44,94,63
554,6,47,99
555,78,39,75
556,2,3,98
557,97,94,36
558,25,48,91
559,88,99,58
560,78,15,88
561,13,78,31
562,4,97,15
563,75,34,28
564,6,20,74
565,64,3,52
566,91,63,55
567,6,41,23
568,33,82,86
569,37,80,48
570,44,84,10
571,75,33,33
572,19,30,6
573,55,7,82
574,65,93,65
575,89,92,50
576,42,81,68
577,82,67,79
578,72,61,49
579,98,100,36
580,10,14,88
581,21,41,68
582,85,32,87
583,93,22,95
584,94,31,53
585,16,95,24
586,23,18,77
587,73,88,57
588,21,16,66
589,43,83,35
590,56,29,87
591,67,87,34
592,66,47,37
593,21,79,42
594,47,31,48
595,16,71,63
596,93,77,62
597,29,44,78
598,19,45,68
599,36,30,64
600,48,100,4
601,29,57,60
602,31,73,82
603,91,21,20
604,82,21,12
605,16,68,71
606,58,60,4
607,53,84,77
608,94,78,75
609,68,42,39
610,47,49,46
611,45,6,6
612,3,91,87
613,39,97,29
614,52,84,39
615,77,33,69
616,67,53,89
617,22,18,27
618,46,22,18
619,66,9,28
620,75,94,37
621,6,76,2
622,29,62,42
623,40,75,30
624,99,59,72
625,64,92,87
626,32,61,97
627,31,27,66
628,98,33,64
629,99,39,42
630,70,71,92
631,34,96,61
632,39,37,70
633,4,84,63
634,86,21,52
635,47,68,94
636,49,91,24
637,5,70,1
638,19,55,9
639,2,24,2
640,17,28,41
641,68,62,80
642,23,21,4
643,51,99,25
644,92,61,96
645,49,75,74
646,26,100,18
647,37,78,65
648,30,17,51
649,51,43,73
650,21,1,59
651,34,3,37
652,8,14,61
653,73,19,94
654,33,33,3
655,46,66,77
656,85,62,78
657,56,35,70
658,66,34,19
659,33,74,95
660,16,20,35
661,24,26,34
662,60,1,92
663,47,11,24
664,59,70,34
665,4,41,48
666,7,4,12
667,54,95,44
668,97,61,58
669,4,29,36
670,87,27,89
671,91,70,98
672,80,70,81
673,85,36,11
674,89,2,25
675,22,45,50
676,43,100,65
677,33,99,32
678,41,16,80
679,99,14,8
680,7,3,9
681,80,14,39
682,82,30,91
683,89,86,99
684,66,71,13
685,26,18,81
686,30,76,31
687,46,36,16
688,87,41,67
689,35,29,26
690,68,82,9
691,42,90,99
692,79,38,99
693,42,49,29
694,12,78,15
695,65,78,78
696,41,14,95
697,62,91,59
698,12,97,62
699,43,58,37
700,6,67,98
701,89,77,43
702,51,86,1
703,66,66,40
704,97,88,53
705,91,86,14
706,26,24,38
707,86,60,55
708,99,9,72
709,84,53,71
710,38,19,47
711,58,41,59
712,29,17,61
713,27,38,26
714,57,69,32
715,34,25,30
716,20,30,78
717,31,42,7
718,74,38,16
719,58,90,68
720,23,99,100
721,23,42,13
722,100,100,12
723,81,43,36
724,84,85,68
725,82,88,34
726,98,67,61
727,18,57,97
728,1,49,96
729,14,67,40
730,18,46,60
731,6,17,59
732,47,48,71
733,66,23,60
734,60,37,48
735,29,20,93
736,34,75,59
737,79,34,63
738,44,12,79
739,57,17,73
740,47,96,57
741,68,30,17
742,57,19,70
743,40,71,90
744,100,65,22
745,21,26,56
746,61,44,58
747,87,53,41
748,1,85,47
749,31,68,57
750,13,63,29
751,82,8,91
752,76,5,89
753,98,3,85
754,81,11,85
755,51,17,89
756,46,28,82
757,21,47,38
758,29,39,49
759,22,68,8
760,67,53,45
761,24,73,37
762,17,62,95
763,22,7,2
764,84,62,69
765,24,5,87
766,52,16,45
767,99,67,42
768,88,32,24
769,63,45,53
770,33,61,75
771,40,37,93
772,34,68,92
773,31,82,51
774,78,93,78
775,61,68,76
776,45,13,16
777,24,39,96
778,23,72,24
779,58,58,46
780,9,7,78
781,98,42,88
782,96,88,21
783,14,33,31
784,5,18,56
785,18,38,48
786,35,31,32
787,77,99,94
788,99,89,95
789,53,57,20
790,12,87,28
791,29,21,39
792,42,94,30
793,81,39,93
794,4,7,76
795,47,20,4
796,19,14,39
797,91,40,8
798,47,5,24
799,4,42,41
800,49,26,58
801,41,64,26
802,10,40,37
803,86,60,51
804,54,9,69
805,56,5,72
806,34,66,8
807,9,24,83
808,51,48,17
809,72,79,91
810,4,83,29
811,67,3,42
812,86,29,86
813,77,81,33
814,65,2,24
815,10,65,30
816,48,34,92
817,34,54,22
818,50,2,100
819,33,95,5
820,72,85,95
821,61,90,85
822,52,23,40
823,88,9,74
824,77,55,62
825,71,49,48
826,13,54,18
827,100,90,54
828,8,7,28
829,48,1,37
830,27,33,15
831,94,39,9
832,99,70,20
833,39,62,34
834,16,66,48
835,100,9,78
836,69,48,67
837,3,17,73
838,76,6,16
839,22,51,40
840,48,7,57
841,50,43,23
842,98,8,12
843,35,61,54
844,84,100,27
845,46,2,55
846,41,79,81
847,82,89,64
848,24,83,98
849,9,60,62
850,47,9,73
851,15,38,72
852,19,43,30
853,69,85,77
854,29,89,86
855,44,13,66
856,30,8,51
857,45,31,49
858,7,26,51
859,70,47,70
860,43,96,24
861,82,40,61
862,41,27,44
863,75,69,23
864,73,27,78
865,53,89,84
866,79,12,19
867,44,42,30
868,77,99,51
869,55,35,10
870,28,26,64
871,66,25,73
872,65,34,73
873,97,3,85
874,64,45,43
875,38,59,57
876,50,28,26
877,42,93,100
878,17,76,8
879,24,38,70
880,15,62,15
881,45,70,73
882,52,14,40
